PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120001,K,1.00,,7,1,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120001,,3,S:8AM-8PM,33773,01,,,PINELLAS,1102,0,8,1,,,,1,40,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120002,K,1.00,0.00,7,2,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120002,1,3,S:8AM-8PM,33773,01,,,PINELLAS,1142,0,8,1,,,,2,12,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120002,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120003,K,1.00,0.00,0,0,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120003,1,3,S:8AM-8PM,33773,01,,,PINELLAS,1142,0,8,1,,,,2,12,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120004,K,1.00,,10,0,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120004,,3,S:8AM-8PM,33773,01,,,PINELLAS,1202,0,8,1,,,,1,39,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120004,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120005,K,1.00,,10,0,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120005,,3,S:8AM-8PM,33773,01,,,PINELLAS,1202,0,8,1,,,,2,39,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120005,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120006,K,1.00,0.00,10,0,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120006,1,3,S:8AM-8PM,33773,01,,,PINELLAS,1203,0,8,1,,,,1,13,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120006,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120007,K,2.00,0.00,50,10,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120007,1,3,S:8AM-8PM,33777,01,,,PINELLAS,1207,0,8,1,,,,1,48,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120007,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120008,K,2.00,0.00,55,10,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120008,1,3,S:8AM-8PM,33777,01,,,PINELLAS,1207,0,8,1,,,,1,12,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120008,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,81,12,1600020240120009,K,1.00,,24,4,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120009,,3,S:8AM-8PM,34208,01,,,MANATEE,1233,0,8,1,,,,1,31,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120009,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,81,12,1600020240120010,K,1.00,0.00,24,4,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120010,1,3,S:8AM-8PM,34208,01,,,MANATEE,1234,0,8,1,,,,1,9,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120010,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120011,K,2.50,0.00,20,6,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120011,1,3,S:8AM-8PM,33760,01,,,PINELLAS,1249,0,8,1,169189,,,1,38,-1,1,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120011,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120012,K,2.50,0.00,7,1,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120012,1,3,S:8AM-8PM,33760,01,,,PINELLAS,1250,0,8,1,169189,,,2,38,-1,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120012,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,103,12,1600020240120013,K,2.50,0.00,0,0,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120013,1,3,S:8AM-8PM,33760,01,,,PINELLAS,1250,0,8,1,169189,,,2,11,-1,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120013,05/05/2025
SPOTTED SEATROUT,SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,5,42,17,12,1600020240120014,K,4.00,0.00,1,1,1,7,3801,1,3,2,1,,,0,0,3,0,5,,103,,,,O,we,1600020240120,1,,1600020240120014,1,3,S:8AM-8PM,19007,01,0,2,,1307,0,8,1,169189,169239,,1,33,-1,1,8,8,02AUG24:11:17,8835430301,8835440102,,,,,,2373.2073366,2024011233weS:8AM-8PM,,0,1600020240120014,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,57,12,1600020240120015,K,1.50,0.00,48,8,1,7,3801,1,3,2,1,,,0,0,2,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120015,1,3,S:8AM-8PM,33579,01,,,HILLSBOROUGH,1401,0,8,1,,,,1,37,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1866.675905,2024011233weS:8AM-8PM,,0,1600020240120015,05/05/2025
BLACK DRUM,SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,6,12,117,12,1600020240120016,K,2.50,,48,8,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,O,we,1600020240120,1,,1600020240120016,,3,S:8AM-8PM,32746,01,,,SEMINOLE,1425,0,8,1,169189,169288,,1,60,-1,2,8,8,02AUG24:11:17,8835430301,8835440801,,,,,,1866.675905,2024011233weS:8AM-8PM,,0,1600020240120016,05/05/2025
BLACK DRUM,SHEEPSHEAD,2024011233weS:8AM-8PM,2024112331600020240120,2024,6,12,117,12,1600020240120017,K,2.50,,48,8,1,7,3801,1,3,2,1,,,0,0,0,0,5,,103,,,,O,we,1600020240120,1,,1600020240120017,,3,S:8AM-8PM,32746,01,,,SEMINOLE,1425,0,8,1,169189,169288,,2,58,-1,2,8,8,02AUG24:11:17,8835430301,8835440801,,,,,,1866.675905,2024011233weS:8AM-8PM,,0,1600020240120017,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024011233weS:8AM-8PM,2024112331600020240120,2024,5,42,67,12,1600020240120018,K,3.00,0.00,6,6,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,O,we,1600020240120,1,,1600020240120018,1,3,S:8AM-8PM,17049,01,,,,1517,0,8,1,169239,,,1,73,-1,1,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,1866.675905,2024011233weS:8AM-8PM,,0,1600020240120018,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011233weS:8AM-8PM,2024112331600020240120,2024,7,12,57,12,1600020240120019,K,1.00,0.00,56,8,1,7,3801,1,3,2,1,,,0,0,1,0,5,,103,,,,Y,we,1600020240120,1,,1600020240120019,1,3,S:8AM-8PM,33637,01,,,HILLSBOROUGH,1540,0,8,1,,,,1,42,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1866.675905,2024011233weS:8AM-8PM,,0,1600020240120019,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,103,12,1600020240203001,K,2.00,,6,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203001,,3,S:8AM-8PM,33778,02,,,PINELLAS,1101,0,8,1,169189,,,1,59,-1,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,103,12,1600020240203002,K,2.00,,6,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203002,,3,S:8AM-8PM,33778,02,,,PINELLAS,1102,0,8,1,169189,,,1,9,-1,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203002,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,103,12,1600020240203003,K,3.50,,50,5,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203003,,3,S:8AM-8PM,33711,02,,,PINELLAS,1126,0,8,1,,,,1,39,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203003,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPANISH MACKEREL,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203004,K,5.00,0.00,180,20,1,7,632,1,3,2,1,,,0,0,3,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203004,1,3,S:8AM-8PM,33592,02,,,HILLSBOROUGH,1137,0,8,1,172436,,,1,31,-1,1,8,8,02AUG24:11:17,8850030502,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203004,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,81,12,1600020240203005,K,1.50,,15,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203005,,3,S:8AM-8PM,34221,02,,,MANATEE,1225,0,8,1,,,,1,26,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203005,05/05/2025
SHEEPSHEAD,GRAY SNAPPER,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203006,K,5.50,,50,2,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203006,,3,S:8AM-8PM,33572,02,,,HILLSBOROUGH,1234,0,8,1,168848,169189,,2,32,-1,1,8,8,02AUG24:11:17,8835360102,8835430301,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203006,05/05/2025
SHEEPSHEAD,GRAY SNAPPER,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203007,K,5.50,,50,2,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203007,,3,S:8AM-8PM,33572,02,,,HILLSBOROUGH,1234,0,8,1,168848,169189,,1,14,-1,2,8,8,02AUG24:11:17,8835360102,8835430301,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203007,05/05/2025
SHEEPSHEAD,GRAY SNAPPER,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203008,K,5.50,,50,2,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203008,,3,S:8AM-8PM,33572,02,,,HILLSBOROUGH,1234,0,8,1,168848,169189,,2,8,-1,2,8,8,02AUG24:11:17,8835360102,8835430301,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203008,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203009,K,4.00,,0,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203009,,3,S:8AM-8PM,33563,02,,,HILLSBOROUGH,1244,0,8,1,,,,2,49,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203009,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203010,K,4.00,,0,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203010,,3,S:8AM-8PM,33563,02,,,HILLSBOROUGH,1244,0,8,1,,,,1,15,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203010,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203011,K,4.00,,0,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203011,,3,S:8AM-8PM,33563,02,,,HILLSBOROUGH,1244,0,8,1,,,,1,13,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203011,05/05/2025
SPANISH MACKEREL,SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203012,K,5.00,,250,45,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203012,,3,S:8AM-8PM,33613,02,,,HILLSBOROUGH,1254,0,8,1,169189,172436,,1,47,-1,2,8,8,02AUG24:11:17,8835430301,8850030502,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203012,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203013,K,8.00,0.00,56,8,1,7,632,1,3,1,1,,,0,0,1,5,5,,81,,,,Y,we,1600020240203,1,,1600020240203013,1,3,S:8AM-8PM,33898,02,5,0,POLK,1348,0,8,1,169189,,,1,28,-1,1,1,8,02AUG24:11:17,8835430301,1000000003,,,,,,1406.4210749,2024021233weS:8AM-8PM,,0,1600020240203013,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203014,K,5.00,0.00,14,3,1,7,632,1,3,2,1,,,0,0,1,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203014,1,3,S:8AM-8PM,33534,02,,,HILLSBOROUGH,1401,0,8,1,,,,2,33,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203014,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203015,K,5.00,0.00,14,3,1,7,632,1,3,2,1,,,0,0,1,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203015,1,3,S:8AM-8PM,33534,02,,,HILLSBOROUGH,1401,0,8,1,,,,1,34,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203015,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203016,K,2.00,,45,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203016,,3,S:8AM-8PM,33860,02,,,POLK,1428,0,8,1,,,,1,40,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203016,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203017,K,2.00,,45,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203017,,3,S:8AM-8PM,33860,02,,,POLK,1428,0,8,1,,,,1,14,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203017,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203018,K,5.00,0.00,6,1,1,7,632,1,3,2,1,,,0,0,1,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203018,1,3,S:8AM-8PM,33810,02,,,POLK,1440,0,8,1,,,,1,33,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203018,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,115,12,1600020240203019,K,3.00,0.00,50,8,1,7,632,1,3,2,1,,,0,0,1,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203019,1,3,S:8AM-8PM,34293,02,,,SARASOTA,1444,0,8,1,,,,1,24,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203019,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,115,12,1600020240203020,K,3.00,,4,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203020,,3,S:8AM-8PM,34293,02,,,SARASOTA,1444,0,8,1,,,,2,21,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203020,05/05/2025
UNIDENTIFIED (SURFACE FISH),GRAY SNAPPER,2024021233weS:8AM-8PM,2024112331600020240203,2024,6,12,61,12,1600020240203021,K,0.50,,20,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,O,we,1600020240203,1,,1600020240203021,,3,S:8AM-8PM,32958,02,,,INDIAN RIVER,1540,0,8,1,168848,,,2,27,-1,1,8,8,02AUG24:11:17,8835360102,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203021,05/05/2025
UNIDENTIFIED (SURFACE FISH),GRAY SNAPPER,2024021233weS:8AM-8PM,2024112331600020240203,2024,6,12,61,12,1600020240203022,K,0.50,,20,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,O,we,1600020240203,1,,1600020240203022,,3,S:8AM-8PM,32958,02,,,INDIAN RIVER,1540,0,8,1,168848,,,1,28,-1,2,8,8,02AUG24:11:17,8835360102,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203022,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,0,26,99,12,1600020240203023,K,3.00,,10,3,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,O,we,1600020240203,1,,1600020240203023,,3,S:8AM-8PM,48094,02,,,,1622,0,8,1,169189,,,1,65,-1,1,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203023,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203024,K,3.00,0.00,15,1,1,7,632,1,3,2,1,,,0,0,3,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203024,1,3,S:8AM-8PM,33572,02,,,HILLSBOROUGH,1626,0,8,1,,,,1,31,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203024,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,0,39,43,12,1600020240203025,K,3.00,0.00,2,0,1,7,632,1,3,2,1,,,0,0,2,0,5,,81,,,,O,we,1600020240203,1,,1600020240203025,1,3,S:8AM-8PM,44870,02,,,,1626,0,8,1,,,,1,68,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203025,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,101,12,1600020240203026,K,3.00,0.00,15,3,1,7,632,1,3,2,1,,,0,0,2,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203026,1,3,S:8AM-8PM,33545,02,,,PASCO,1627,0,8,1,,,,1,25,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203026,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,57,12,1600020240203027,K,4.50,0.00,3,0,1,7,632,1,3,1,1,,,0,0,0,2,5,,81,,,,Y,we,1600020240203,1,,1600020240203027,1,3,S:8AM-8PM,33579,02,2,0,HILLSBOROUGH,1641,0,8,1,169189,,,1,22,-1,1,1,8,02AUG24:11:17,8835430301,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203027,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,71,12,1600020240203028,K,4.50,,2,0,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203028,,3,S:8AM-8PM,33908,02,,,LEE,1641,0,8,1,169189,,,1,22,-1,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203028,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,6,12,95,12,1600020240203029,K,9.00,0.00,12,2,1,7,632,1,3,2,1,,,0,0,2,0,5,,81,,,,O,we,1600020240203,1,,1600020240203029,1,3,S:8AM-8PM,32822,02,0,2,ORANGE,1651,0,8,1,,,,1,60,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203029,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203030,K,3.00,,10,2,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203030,,3,S:8AM-8PM,33823,02,,,POLK,1657,0,8,1,,,,1,30,-1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203030,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021233weS:8AM-8PM,2024112331600020240203,2024,7,12,105,12,1600020240203031,K,3.00,,10,2,1,7,632,1,3,2,1,,,0,0,0,0,5,,81,,,,Y,we,1600020240203,1,,1600020240203031,,3,S:8AM-8PM,33823,02,,,POLK,1657,0,8,1,,,,2,30,-1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,1396.9707882,2024021233weS:8AM-8PM,,0,1600020240203031,05/05/2025
UNIDENTIFIED (SURFACE FISH),COBIA,2024021233weS:8AM-8PM,2024112331600020240217,2024,6,12,9,12,1600020240217001,K,1.50,0.00,12,1,1,7,544,5,3,2,1,,,0,0,0,0,5,,57,,,,O,we,1600020240217,1,,1600020240217001,,3,S:8AM-8PM,32955,02,,,BREVARD,1547,5,8,1,168566,,,1,19,-1,2,8,8,02AUG24:11:17,8835260101,1000000003,,,,,,1041.5239175,2024021233weS:8AM-8PM,,0,1600020240217001,05/05/2025
